우편번호|시도|시도영문|시군구|시군구영문|읍면|읍면영문|도로명코드|도로명|도로명영문|지하여부|건물번호본번|건물번호부번|건물관리번호|다량배달처명|시군구용건물명|법정동코드|법정동명|리명|행정동명|산여부|지번본번|읍면동일련번호|지번부번|구우편번호|우편번호일련번호
34131|대전광역시|Daejeon|유성구|Yuseong-gu|||302002010001|대덕대로|Daedeok-daero|0|507|150|3020012600100710005008125||광산김씨사당|3020012600|가정동||신성동|0|71|02|7||
34131|대전광역시|Daejeon|유성구|Yuseong-gu|||302002010001|대덕대로|Daedeok-daero|0|523|0|3020012600100020000008469|||3020012600|가정동|||0|2|02|0||
34129|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167001|가정로|Gajeong-ro|0|168|0|3020012600101380000006865||KT북대전지점|3020012600|가정동||신성동|0|138|02|0||
34132|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167005|과학로|Gwahak-ro|0|80|17|3020012600100340000008761||LG유플러스대전R&D센터|3020012600|가정동||신성동|0|34|04|0||
34131|대전광역시|Daejeon|유성구|Yuseong-gu|||302002010001|대덕대로|Daedeok-daero|0|507|115|3020012600100360000008763||대전교육정보원|3020012600|가정동||신성동|0|36|02|0||
34131|대전광역시|Daejeon|유성구|Yuseong-gu|||302002010001|대덕대로|Daedeok-daero|0|515|0|3020012600100380000008359||대덕중학교|3020012600|가정동||신성동|0|38|02|0||
34132|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167005|과학로|Gwahak-ro|0|82|0|3020012600100330000008854||국제지식재산연수원|3020012600|가정동||신성동|0|33|04|0||
34130|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301106|대덕대로541번길|Daedeok-daero 541beon-gil|0|99|0|3020012600102360002007301||도룡포레미소지움아파트|3020012600|가정동||신성동|0|277|01|0||
34131|대전광역시|Daejeon|유성구|Yuseong-gu|||302002010001|대덕대로|Daedeok-daero|0|507|50|3020012600100360001008770||대전교육과학연구원|3020012600|가정동||신성동|0|36|02|1||
34131|대전광역시|Daejeon|유성구|Yuseong-gu|||302002010001|대덕대로|Daedeok-daero|0|507|38|3020012600100370000008212||유성도서관|3020012600|가정동||신성동|0|37|02|0||
34113|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167001|가정로|Gajeong-ro|0|201|0|3020012600101800001000419||한국연구재단|3020012600|가정동||신성동|0|180|02|0||
34129|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167001|가정로|Gajeong-ro|0|218|0|3020012600100320000008090||한국전자통신연구원|3020012600|가정동||신성동|0|161|02|0||
34130|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167001|가정로|Gajeong-ro|0|270|0|3020012600102360001006149||한국전자통신연구원기숙사|3020012600|가정동||신성동|0|236|02|1||
34132|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167005|과학로|Gwahak-ro|0|80|67|3020012600100350000008214||한국조폐공사|3020012600|가정동||신성동|0|35|04|0||
34132|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167005|과학로|Gwahak-ro|0|124|0|3020012600100300000007029||한국지질자원연구원|3020012600|가정동||신성동|0|30|04|0||
34131|대전광역시|Daejeon|유성구|Yuseong-gu|||302002010001|대덕대로|Daedeok-daero|0|535|0|3020012600100020023000001|||3020012600|가정동||신성동|0|2|02|23||
34131|대전광역시|Daejeon|유성구|Yuseong-gu|||302002010001|대덕대로|Daedeok-daero|0|539|0|3020012600100020022000001|||3020012600|가정동||신성동|0|2|02|22||
34131|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301106|대덕대로541번길|Daedeok-daero 541beon-gil|0|11|0|3020012600100020020000001|||3020012600|가정동||신성동|0|2|01|20||
34129|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167001|가정로|Gajeong-ro|0|174|0|3020012600101390009007308|||3020012600|가정동||신성동|0|139|02|9||
34113|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167001|가정로|Gajeong-ro|0|217|0|3020012600101760001000001||UST|3020012600|가정동||신성동|0|176|02|1||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|32|0|3020011800103270029000001|||3020011800|갑동||노은1동|0|327|01|29||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|54|0|3020011800103890027000001|||3020011800|갑동||노은1동|0|389|01|27||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|106|0|3020011800103870050000001|||3020011800|갑동||노은1동|0|387|01|50||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|142|0|3020011800103870073000001|||3020011800|갑동||노은1동|0|387|01|73||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|43|0|3020011800103870196000001|||3020011800|갑동||노은1동|0|387|01|196||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|57|0|3020011800103870211000001|||3020011800|갑동||노은1동|0|387|01|211||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|12|0|3020011800104000008000001|||3020011800|갑동||노은1동|0|388|01|8||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|21|0|3020011800103280001000001|||3020011800|갑동||노은1동|0|328|01|1||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|47|0|3020011800103870048000001|||3020011800|갑동||노은1동|0|387|01|48||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|43|0|3020011800103870119000001|||3020011800|갑동||노은1동|0|387|01|119||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|25|19|3020011800103270064000001|||3020011800|갑동||노은1동|0|327|01|64||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|38|0|3020011800103880041000001|||3020011800|갑동||노은1동|0|388|01|84||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|25|21|3020011800103270063000001|||3020011800|갑동||노은1동|0|327|01|63||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|25|23|3020011800103270005011196|||3020011800|갑동||노은1동|0|327|01|5||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|24|8|3020011800103870058010999|||3020011800|갑동||노은1동|0|387|01|58||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|28|21|3020011800103870156011307|||3020011800|갑동||노은1동|0|387|01|156||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|158|0|3020011800103870023011585|||3020011800|갑동||노은1동|0|387|01|233||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|24|17|3020011800103870056011344|||3020011800|갑동||노은1동|0|387|01|56||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|127|0|3020011800103870150011418|||3020011800|갑동||노은1동|0|387|01|150||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|25|7|3020011800103280000000001|||3020011800|갑동||노은1동|0|328|01|0||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|24|12|3020011800103870190011264|||3020011800|갑동||노은1동|0|387|01|190||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|25|30|3020011800103270003010582|||3020011800|갑동||노은1동|0|327|01|3||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|53|9|3020011800103260002008841|||3020011800|갑동||노은1동|0|326|01|2||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|20|15|3020011800103270019000001|||3020011800|갑동||노은1동|0|327|01|19||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|23|0|3020011800104000009011098|||3020011800|갑동||노은1동|0|400|01|9||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|6|0|3020011800104010005011403|||3020011800|갑동||노은1동|0|401|01|5||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|17|0|3020011800103870124011686|||3020011800|갑동||노은1동|0|387|01|124||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|203|0|3020011800103910005011519|||3020011800|갑동||노은1동|0|391|04|5||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|213|0|3020011800103910007012174|||3020011800|갑동||노은1동|0|433|04|53||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|173|0|3020011800103950005010513|||3020011800|갑동||노은1동|0|395|04|5||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|187|0|3020011800103950015012353|||3020011800|갑동||노은1동|0|395|04|15||
34151|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|251|168|3020011800103080023016021|||3020011800|갑동||노은1동|0|308|04|23||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|191|0|3020011800103940013012033|||3020011800|갑동||노은1동|0|394|04|13||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|114|14|3020011800104040001000001|||3020011800|갑동||노은1동|0|404|04|1||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|177|0|3020011800103940015012177|||3020011800|갑동||노은1동|0|394|04|15||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|197|0|3020011800104330046012337|||3020011800|갑동||노은1동|0|433|04|46||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|162|0|3020011800103990010010751|||3020011800|갑동||노은1동|0|399|04|10||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|166|0|3020011800103990020011963|||3020011800|갑동||노은1동|0|399|04|20||
34151|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|251|87|3020011800103690003016025|||3020011800|갑동||노은1동|0|369|04|3||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|207|0|3020011800103910012000001|||3020011800|갑동||노은1동|0|391|04|12||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|133|38|3020011800104020005011664|||3020011800|갑동||노은1동|0|402|04|5||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|171|1|3020011800103940034000001|||3020011800|갑동||노은1동|0|394|04|34||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|215|0|3020011800104330023012179|||3020011800|갑동||노은1동|0|433|04|23||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|124|0|3020011800104040016012487|||3020011800|갑동||노은1동|0|404|04|16||
34151|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|251|144|3020011800103080036016024|||3020011800|갑동||노은1동|0|308|04|36||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|137|0|3020011800104040000011812|||3020011800|갑동||노은1동|0|404|04|0||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|189|0|3020011800103940012012029|||3020011800|갑동||노은1동|0|394|04|12||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|133|40|3020011800104020009011093|||3020011800|갑동||노은1동|0|402|04|9||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|201|0|3020011800103910006012181|||3020011800|갑동||노은1동|0|391|04|6||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|114|32|3020011800104040006012715|||3020011800|갑동||노은1동|1|44|04|12||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|195|0|3020011800103940014012184|||3020011800|갑동||노은1동|0|394|04|14||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|25|10|3020011800103260001000001|||3020011800|갑동||노은1동|0|326|01|25||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|25|12|3020011800103260001000002|||3020011800|갑동||노은1동|0|326|01|27||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|25|14|3020011800103260001000003|||3020011800|갑동||노은1동|0|326|01|27||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|37|0|3020011800103260001000005|||3020011800|갑동||노은1동|0|326|01|25||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|39|0|3020011800103260001000006|||3020011800|갑동||노은1동|0|326|01|25||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|41|0|3020011800103260001000007|||3020011800|갑동||노은1동|0|326|01|25||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|21|29|3020011800103270065000001|||3020011800|갑동||노은1동|0|327|01|65||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|43|0|3020011800103260001000008|||3020011800|갑동||노은1동|0|326|01|25||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|45|0|3020011800103260001000009|||3020011800|갑동||노은1동|0|326|01|25||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|53|7|3020011800103260001000004|||3020011800|갑동||노은1동|0|326|01|25||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|45|0|3020011800103870205000001|||3020011800|갑동||노은1동|0|387|01|205||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|20|12|3020011800103270020000001|||3020011800|갑동||노은1동|0|327|01|20||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|71|14|3020011800103850004000001|||3020011800|갑동||노은1동|0|385|01|4||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|20|42|3020011800103270031000001|||3020011800|갑동||노은1동|0|327|01|31||
34151|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|251|148|3020011800103080030016023|||3020011800|갑동||노은1동|0|308|04|30||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|71|22|3020011800103850002000001|||3020011800|갑동||노은1동|0|385|01|2||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|165|0|3020011800103950001000001|||3020011800|갑동||노은1동|0|395|04|1||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|24|0|3020011800200400001000001|||3020011800|갑동||노은1동|1|49|04|4||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|136|0|3020011800103870026000001|||3020011800|갑동||노은1동|0|387|01|26||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|71|19|3020011800103860002000001|||3020011800|갑동||노은1동|0|386|01|2||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|33|16|3020011800103870219000001|||3020011800|갑동||노은1동|0|387|01|236||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|11|0|3020011800104000028000001|||3020011800|갑동||노은1동|0|400|01|28||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|85|9|3020011800103870236000001|||3020011800|갑동||노은1동|0|387|01|236||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|68|0|3020011800103880047010669|||3020011800|갑동||노은1동|0|388|01|87||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301007|갑동로8번길|Gapdong-ro 8beon-gil|0|95|0|3020011800103890009000001|||3020011800|갑동||노은1동|0|389|01|28||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|68|0|3020011800103300014000001|||3020011800|갑동||노은1동|0|330|01|14||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301007|갑동로8번길|Gapdong-ro 8beon-gil|0|127|0|3020011800103850003000001|||3020011800|갑동||노은1동|0|385|01|3||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|71|1|3020011800103870002011629|||3020011800|갑동||노은1동|0|387|01|2||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|32|0|3020011800103880042000001|||3020011800|갑동||노은1동|0|388|01|42||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|29|0|3020011800103870063011679|||3020011800|갑동||노은1동|0|387|01|63||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|71|10|3020011800103880001011813|||3020011800|갑동||노은1동|0|388|01|1||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|65|0|3020011800103870027011631|||3020011800|갑동||노은1동|0|387|01|27||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|15|11|3020011800103270009011261|||3020011800|갑동||노은1동|0|327|01|9||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|77|0|3020011800103880012011831|||3020011800|갑동||노은1동|0|388|01|12||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|42|0|3020011800103880006010863|||3020011800|갑동||노은1동|0|388|01|6||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|28|0|3020011800104020001011701|||3020011800|갑동||노은1동|0|402|01|1||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|37|5|3020011800103870164011619|||3020011800|갑동||노은1동|0|387|01|164||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|28|0|3020011800103880007010860|||3020011800|갑동||노은1동|0|388|01|7||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|59|0|3020011800103870212011005|||3020011800|갑동||노은1동|0|387|01|212||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|27|0|3020011800103870088011633|||3020011800|갑동||노은1동|0|387|01|88||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003167003|갑동로|Gapdong-ro|0|21|13|3020011800103270010010468|||3020011800|갑동||노은1동|0|327|01|10||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302003010030|현충원로|Hyeonchungwon-ro|0|114|4|3020011800104040004000001|||3020011800|갑동||노은1동|0|404|04|9||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|85|12|3020011800103870223000001|||3020011800|갑동||노은1동|0|387|01|223||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|22|0|3020011800104010003011698|||3020011800|갑동||노은1동|0|401|01|3||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|2|9|3020011800104010008011658|||3020011800|갑동||노은1동|0|401|01|5||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|2|15|3020011800103270011011562|||3020011800|갑동||노은1동|0|327|01|11||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|2|17|3020011800103270012011274|||3020011800|갑동||노은1동|0|327|01|12||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|27|0|3020011800104000015010912|||3020011800|갑동||노은1동|0|400|01|15||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|48|0|3020011800103300001010810|||3020011800|갑동||노은1동|0|330|01|1||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|148|0|3020011800103870025011557|||3020011800|갑동||노은1동|0|387|01|25||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|133|0|3020011800103870146010998|||3020011800|갑동||노은1동|0|387|01|146||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|28|17|3020011800103870055011348|||3020011800|갑동||노은1동|0|387|01|55||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|25|29|3020011800103270002010562|||3020011800|갑동||노은1동|0|327|01|2||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|42|0|3020011800103300005011191|||3020011800|갑동||노은1동|0|330|01|5||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|24|7|3020011800103870186010854|||3020011800|갑동||노은1동|0|387|01|186||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301004|갑동로25번길|Gapdong-ro 25beon-gil|0|85|7|3020011800103870035010845|||3020011800|갑동||노은1동|0|387|01|35||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301007|갑동로8번길|Gapdong-ro 8beon-gil|0|57|0|3020011800103880005010905|||3020011800|갑동||노은1동|0|388|01|5||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301007|갑동로8번길|Gapdong-ro 8beon-gil|0|49|0|3020011800103880003009075|||3020011800|갑동||노은1동|0|388|01|3||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301007|갑동로8번길|Gapdong-ro 8beon-gil|0|71|0|3020011800103890001011786|||3020011800|갑동||노은1동|0|389|01|1||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301007|갑동로8번길|Gapdong-ro 8beon-gil|0|77|0|3020011800103880037010859|||3020011800|갑동||노은1동|0|388|01|37||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301007|갑동로8번길|Gapdong-ro 8beon-gil|0|65|0|3020011800103890006008558|||3020011800|갑동||노은1동|0|389|01|6||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301007|갑동로8번길|Gapdong-ro 8beon-gil|0|75|0|3020011800103890015011821|||3020011800|갑동||노은1동|0|389|01|15||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|51|0|3020011800103870208000001|||3020011800|갑동||노은1동|0|387|01|208||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|41|0|3020011800103870014010952|||3020011800|갑동||노은1동|0|387|01|14||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|33|0|3020011800103870016010835|||3020011800|갑동||노은1동|0|387|01|16||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|33|8|3020011800103870003010806|||3020011800|갑동||노은1동|0|387|01|3||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301003|갑동로15번길|Gapdong-ro 15beon-gil|0|31|0|3020011800104000007011139|||3020011800|갑동||노은1동|0|400|01|7||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|33|2|3020011800103870197010826|||3020011800|갑동||노은1동|0|387|01|197||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|33|14|3020011800103870033010805|||3020011800|갑동||노은1동|0|387|01|33||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|47|0|3020011800103870012010972|||3020011800|갑동||노은1동|0|387|01|12||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|39|0|3020011800103870015010951|||3020011800|갑동||노은1동|0|387|01|15||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|56|0|3020011800103870134010723|||3020011800|갑동||노은1동|0|387|01|134||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|33|4|3020011800103870017010816|||3020011800|갑동||노은1동|0|387|01|17||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|57|0|3020011800103870131011355|||3020011800|갑동||노은1동|0|387|01|131||
34150|대전광역시|Daejeon|유성구|Yuseong-gu|||302004301006|갑동로63번길|Gapdong-ro 63beon-gil|0|25|0|3020011800103870093011367|||3020011800|갑동||노은1동|0|387|01|93||
